"","html_form","attachments","flash_content","html_iframe","html_content","urls","external_resources","javascript","css","ips_in_urls","at_in_urls","encoding","is_phishy"
"515","False","0","False","False","True","0","0","0","0","False","False","none","True"
"516","False","0","False","False","True","3","0","0","0","False","False","none","True"
"517","False","0","False","False","False","2","0","0","0","False","False","7bit","True"
"518","False","0","False","False","True","8","0","0","0","False","False","7bit","True"
"519","False","0","False","False","True","8","0","0","0","False","False","7bit","True"
"520","False","0","False","False","True","0","0","0","0","False","False","none","True"
"521","False","0","False","False","False","0","0","0","0","False","False","base64","True"
"522","False","0","False","False","True","6","0","0","0","False","False","none","True"
"523","False","0","False","False","True","13","0","0","0","False","False","other","True"
"524","False","0","False","False","True","6","0","0","0","True","False","none","True"
"525","False","0","False","False","True","10","1","0","1","False","False","none","True"
"526","False","1","False","False","False","0","0","0","0","False","False","none","True"
"527","False","0","False","False","False","1","0","0","0","False","False","none","True"
"528","False","0","False","False","False","1","0","0","0","False","False","none","True"
"529","False","0","False","False","True","23","0","0","0","False","False","none","True"
"530","False","0","False","False","True","23","0","0","0","False","False","none","True"
"531","False","0","False","False","True","15","0","0","0","True","False","none","True"
"532","False","0","False","False","True","15","0","0","0","True","False","none","True"
"533","False","0","False","False","True","5","0","0","0","False","False","none","True"
"534","False","0","False","False","False","0","0","0","0","False","False","none","True"
"535","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"536","False","1","False","False","False","0","0","0","0","False","False","none","True"
"537","False","0","False","False","True","16","0","0","0","False","False","none","True"
"538","False","0","False","False","True","22","0","0","0","False","False","none","True"
"539","False","0","False","False","True","9","0","0","0","False","False","other","True"
"540","False","0","False","False","True","3","0","0","0","False","False","none","True"
"541","False","0","False","False","True","4","0","0","0","False","False","none","True"
"542","False","0","False","False","True","4","0","0","0","False","False","none","True"
"543","False","0","False","False","True","5","0","0","0","True","False","none","True"
"544","False","1","False","False","False","0","0","0","0","False","False","none","True"
"545","False","0","False","False","True","3","0","0","0","False","False","other","True"
"546","False","0","False","False","True","11","2","0","2","False","False","none","True"
"547","False","0","False","False","True","7","0","0","0","False","False","none","True"
"548","False","0","False","False","True","7","0","0","0","False","False","none","True"
"549","False","0","False","False","True","7","0","0","0","False","False","none","True"
"550","False","0","False","False","True","16","0","0","0","False","False","none","True"
"551","False","0","False","False","True","22","0","0","0","False","False","none","True"
"552","False","0","False","False","True","6","0","0","0","False","False","none","True"
"553","False","0","False","False","True","14","0","1","0","False","False","other","True"
"554","False","0","False","False","True","8","0","0","0","False","False","none","True"
"555","False","0","False","False","True","9","0","0","0","False","False","none","True"
"556","False","0","False","False","True","0","0","0","0","False","False","none","True"
"557","False","0","False","False","True","7","0","0","0","False","False","7bit","True"
"558","False","0","False","False","True","9","0","0","0","False","False","none","True"
"559","False","0","False","False","True","9","0","0","0","False","False","none","True"
"560","False","0","False","False","True","9","0","0","0","False","False","none","True"
"561","False","0","False","False","True","22","0","0","0","False","False","none","True"
"562","False","0","False","False","True","30","0","0","0","False","False","none","True"
"563","False","0","False","False","True","7","0","0","0","False","False","none","True"
"564","False","0","False","False","True","7","0","0","0","False","False","none","True"
"565","False","0","False","False","True","3","0","0","0","False","False","none","True"
"566","False","0","False","False","True","4","0","0","0","False","False","binary","True"
"567","False","0","False","False","True","5","0","0","0","False","False","none","True"
"568","False","0","False","False","False","0","0","0","0","False","False","other","True"
"569","False","0","False","False","True","2","0","0","0","False","False","none","True"
"570","False","0","False","False","True","15","0","0","0","True","False","none","True"
"571","False","0","False","False","False","0","0","0","0","False","False","base64","True"
"572","False","0","False","False","False","0","0","0","0","False","False","other","True"
"573","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"574","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"575","False","0","False","False","True","10","1","0","1","False","False","none","True"
"576","False","0","False","False","True","5","0","1","0","False","False","none","True"
"577","False","0","False","False","True","9","0","0","0","False","False","other","True"
"578","False","0","False","False","True","4","0","0","0","False","False","none","True"
"579","False","0","False","False","True","7","2","0","2","False","True","7bit","True"
"580","False","0","False","False","True","5","0","0","0","False","False","8bit","True"
"581","False","0","False","False","True","0","0","0","0","False","False","none","True"
"582","False","0","False","False","True","8","0","0","0","False","False","other","True"
"583","False","0","False","False","True","15","0","0","0","True","False","none","True"
"584","False","0","False","False","True","15","0","0","0","True","False","none","True"
"585","False","0","False","False","True","1","0","0","0","False","False","8bit","True"
"586","False","0","False","False","True","0","0","0","0","False","False","none","True"
"587","False","0","False","False","True","4","0","0","0","False","False","none","True"
"588","False","0","False","False","True","6","0","0","0","False","False","7bit","True"
"589","False","0","False","False","True","4","0","0","0","False","False","other","True"
"590","False","0","False","False","True","6","0","0","0","False","False","7bit","True"
"591","False","0","False","False","True","5","0","0","0","False","False","8bit","True"
"592","False","0","False","False","True","47","1","0","1","False","False","none","True"
"593","False","0","False","False","True","9","1","0","1","False","False","other","True"
"594","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"595","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"596","False","0","False","False","True","6","0","0","0","False","False","none","True"
"597","False","0","False","False","True","9","0","0","0","False","False","none","True"
"598","False","0","False","False","True","5","0","1","0","False","False","7bit","True"
"599","False","0","False","False","True","5","0","1","0","False","False","7bit","True"
"600","False","0","False","False","True","5","0","1","0","False","False","7bit","True"
"601","False","0","False","False","True","7","2","0","2","False","True","7bit","True"
"602","False","0","False","False","True","8","0","0","0","False","False","other","True"
"603","False","0","False","False","True","13","0","0","0","False","False","none","True"
"604","False","0","False","False","True","13","0","0","0","False","False","none","True"
"605","False","0","False","False","True","3","0","0","0","False","False","other","True"
"606","False","0","False","False","True","38","2","0","2","False","False","none","True"
"607","False","0","False","False","True","0","0","0","0","False","False","none","True"
"608","False","0","False","False","True","28","3","1","3","False","False","none","True"
"609","False","0","False","False","True","8","0","0","0","False","False","other","True"
"610","False","0","False","False","True","47","1","0","1","False","False","none","True"
"611","False","0","False","False","True","0","0","0","0","False","False","none","True"
"612","False","0","False","False","False","0","0","0","0","False","False","base64","True"
"613","False","0","False","False","True","13","1","0","1","False","False","none","True"
"614","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"615","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"616","False","0","False","False","True","6","0","0","0","True","False","none","True"
"617","False","0","False","False","True","6","0","0","0","False","False","none","True"
"618","False","0","False","False","True","6","0","0","0","True","False","none","True"
"619","False","0","False","False","True","5","0","0","0","False","False","none","True"
"620","False","0","False","False","True","13","0","0","0","False","False","none","True"
"621","False","0","False","False","True","5","0","0","0","False","False","none","True"
"622","False","0","False","False","True","2","0","0","0","False","True","7bit","True"
"623","False","0","False","False","True","17","0","0","0","False","False","none","True"
"624","False","0","False","False","True","0","0","0","0","False","False","none","True"
"625","False","0","False","False","False","0","0","0","0","False","False","base64","True"
"626","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"627","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"628","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"629","False","0","False","False","True","6","0","0","0","False","False","none","True"
"630","False","0","False","False","True","5","0","1","0","False","False","7bit","True"
"631","False","0","False","False","False","0","0","0","0","False","False","other","True"
"632","False","0","False","False","False","6","1","0","1","False","True","other","True"
"633","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"634","False","0","False","False","True","1","0","0","0","False","False","8bit","True"
"635","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"636","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"637","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"638","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"639","False","0","False","False","True","7","0","0","0","True","False","none","True"
"640","False","0","False","False","True","13","1","0","1","False","False","none","True"
"641","False","0","False","False","True","14","1","0","1","False","False","none","True"
"642","False","0","False","False","True","14","0","0","0","False","False","none","True"
"643","False","0","False","False","True","7","0","0","0","False","False","8bit","True"
"644","False","0","False","False","False","0","0","0","0","False","False","other","True"
"645","False","0","False","False","True","18","0","0","0","False","False","none","True"
"646","False","0","False","False","True","6","0","0","0","True","False","none","True"
"647","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"648","False","0","False","False","True","9","0","0","0","True","False","8bit","True"
"649","False","1","False","False","True","0","0","0","0","False","False","none","True"
"650","False","0","False","False","False","5","0","0","0","False","False","7bit","True"
"651","False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"652","False","0","False","False","False","3","0","0","0","False","False","none","True"
"653","False","0","False","False","True","4","0","0","0","False","False","7bit","True"
"654","False","0","False","False","True","4","0","0","0","False","False","7bit","True"
"655","False","0","False","False","True","0","0","0","0","False","False","none","True"
"656","False","0","False","False","True","18","0","0","0","False","False","none","True"
"657","False","0","False","False","True","4","0","0","0","False","False","7bit","True"
"658","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"659","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"660","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"661","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"662","False","0","False","False","True","7","0","0","0","False","False","7bit","True"
"663","False","0","False","False","True","7","0","0","0","False","False","7bit","True"
"664","False","0","False","False","True","13","3","0","3","False","False","8bit","True"
"665","False","0","False","False","True","18","0","0","0","False","False","none","True"
"666","False","0","False","False","False","4","1","0","1","False","False","none","True"
"667","False","0","False","False","True","9","1","0","1","False","False","7bit","True"
"668","False","0","False","False","True","6","0","0","0","False","False","none","True"
"669","False","0","False","False","True","6","0","0","0","False","False","7bit","True"
"670","False","0","False","False","False","0","0","0","0","False","False","none","True"
"671","False","0","False","False","True","6","0","0","0","False","False","7bit","True"
"672","False","0","False","False","True","6","0","0","0","False","False","7bit","True"
"673","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"674","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"675","False","0","False","False","True","0","0","0","0","False","False","none","True"
"676","False","0","False","False","False","6","1","0","1","False","False","none","True"
"677","False","0","False","False","False","6","1","0","1","False","False","none","True"
"678","False","0","False","False","True","14","0","0","0","False","False","none","True"
"679","False","0","False","False","True","10","1","0","1","False","False","none","True"
"680","False","0","False","False","True","6","0","0","0","False","False","7bit","True"
"681","False","0","False","False","True","6","0","0","0","False","False","other","True"
"682","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"683","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"684","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"685","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"686","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"687","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"688","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"689","False","0","False","False","False","2","0","0","0","False","False","other","True"
"690","False","0","False","False","True","11","1","0","1","False","False","none","True"
"691","False","0","False","False","True","10","0","0","0","False","False","7bit","True"
"692","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"693","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"694","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"695","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"696","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"697","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"698","False","0","False","False","False","1","0","0","0","False","False","8bit","True"
"699","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"700","False","0","False","False","False","2","0","0","0","False","False","other","True"
"701","False","0","False","False","True","0","0","0","0","False","False","none","True"
"702","False","0","False","False","True","6","0","0","0","False","False","7bit","True"
"703","False","0","False","False","True","6","0","0","0","False","False","7bit","True"
"704","False","0","False","False","True","4","0","0","0","False","False","7bit","True"
"705","False","0","False","False","True","3","0","0","0","False","False","7bit","True"
"706","False","0","False","False","True","5","1","0","1","False","False","8bit","True"
"707","False","0","False","False","False","6","0","0","0","False","False","none","True"
"708","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"709","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"710","False","1","False","False","False","0","0","0","0","False","False","none","True"
"711","False","0","False","False","True","3","0","0","0","False","False","other","True"
"712","False","0","False","False","False","0","0","0","0","False","False","other","True"
"713","False","0","False","False","True","7","0","0","0","False","False","7bit","True"
"714","False","0","False","False","True","7","0","0","0","False","False","7bit","True"
"715","False","0","False","False","True","0","0","0","0","False","False","none","True"
"716","False","1","False","False","True","0","0","0","0","False","False","none","True"
"717","False","1","False","False","False","0","0","0","0","False","False","none","True"
"718","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"719","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"720","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"721","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"722","False","0","False","False","False","0","0","0","0","False","False","none","True"
"723","False","0","False","False","True","18","0","0","0","True","False","none","True"
"724","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"725","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"726","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"727","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"728","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"729","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"730","False","0","False","False","True","10","0","0","0","True","False","none","True"
"731","False","0","False","False","True","5","0","0","0","True","False","none","True"
"732","False","0","False","False","True","7","0","0","0","False","False","none","True"
"733","False","0","False","False","True","1","0","0","0","False","False","8bit","True"
"734","False","0","False","False","True","7","0","0","0","False","False","none","True"
"735","False","0","False","False","False","0","0","0","0","False","False","other","True"
"736","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"737","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"738","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"739","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"740","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"741","False","0","False","False","True","26","0","0","0","False","False","none","True"
"742","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"743","False","0","False","False","True","21","4","0","4","False","False","other","True"
"744","False","0","False","False","True","7","2","0","2","False","True","7bit","True"
"745","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"746","False","0","False","False","False","0","0","0","0","False","False","base64","True"
"747","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"748","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"749","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"750","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"751","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"752","False","0","False","False","False","0","0","0","0","False","False","base64","True"
"753","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"754","False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"755","False","0","False","False","False","0","0","0","0","False","False","none","True"
"756","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"757","False","0","False","False","True","8","0","0","0","False","False","other","True"
"758","False","0","False","False","True","8","0","0","0","False","False","other","True"
"759","False","0","False","False","True","8","0","0","0","False","False","other","True"
"760","False","0","False","False","True","8","0","0","0","False","False","other","True"
"761","False","0","False","False","True","8","0","0","0","False","False","other","True"
"762","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"763","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"764","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"765","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"766","False","0","False","False","False","0","0","0","0","False","False","base64","True"
"767","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"768","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"769","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"770","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"771","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"772","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"773","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"774","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"775","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"776","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"777","False","0","False","False","True","42","1","0","1","False","False","none","True"
"778","False","0","False","False","False","0","0","0","0","False","False","other","True"
"779","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"780","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"781","False","0","False","False","True","4","1","0","1","False","False","7bit","True"
"782","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"783","False","0","False","False","True","7","0","0","0","False","False","none","True"
"784","False","0","False","False","True","3","0","0","0","False","False","7bit","True"
"785","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"786","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"787","False","0","False","False","False","6","0","0","0","False","False","7bit","True"
"788","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"789","False","0","False","False","True","13","0","0","0","False","False","other","True"
"790","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"791","False","0","False","False","False","0","0","0","0","False","False","base64","True"
"792","False","0","False","False","False","5","0","0","0","False","False","7bit","True"
"793","False","0","False","False","True","4","0","0","0","False","False","8bit","True"
"794","False","0","False","False","False","7","0","0","0","False","False","7bit","True"
"795","False","0","False","False","False","7","0","0","0","False","False","7bit","True"
"796","False","0","False","False","False","7","0","0","0","False","False","7bit","True"
"797","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"798","False","0","False","False","False","0","0","0","0","False","False","base64","True"
"799","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"800","False","0","False","False","True","13","0","0","0","False","False","other","True"
"801","False","0","False","False","False","0","0","0","0","False","False","other","True"
"802","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"803","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"804","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"805","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"806","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"807","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"808","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"809","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"810","False","0","False","False","False","0","0","0","0","False","False","other","True"
"811","False","0","False","False","True","16","0","0","0","False","False","none","True"
"812","False","0","False","False","False","2","0","0","0","False","False","other","True"
"813","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"814","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"815","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"816","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"817","False","0","False","False","True","8","0","0","0","False","False","7bit","True"
"818","False","0","False","False","True","8","0","0","0","False","False","7bit","True"
"819","False","0","False","False","False","0","0","0","0","False","False","other","True"
"820","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"821","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"822","False","0","False","False","True","0","0","0","0","False","False","none","True"
"823","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"824","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"825","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"826","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"827","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"828","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"829","False","0","False","False","False","6","0","0","0","False","False","none","True"
"830","False","0","False","False","True","8","0","0","0","False","False","other","True"
"831","False","0","False","False","True","8","0","0","0","False","False","other","True"
"832","False","0","False","False","False","5","0","0","0","False","False","7bit","True"
"833","False","0","False","False","True","8","2","0","2","False","True","7bit","True"
"834","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"835","False","0","False","False","False","4","0","0","0","False","False","none","True"
"836","False","0","False","False","True","8","0","0","0","False","False","7bit","True"
"837","False","0","False","False","True","8","0","0","0","False","False","none","True"
"838","False","0","False","False","True","141","3","0","3","False","False","none","True"
"839","False","0","False","False","False","6","0","0","0","False","False","none","True"
"840","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"841","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"842","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"843","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"844","False","0","False","False","True","11","0","0","0","False","False","none","True"
"845","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"846","False","0","False","False","True","6","0","0","0","False","False","none","True"
"847","False","0","False","False","True","8","0","0","0","False","False","other","True"
"848","False","0","False","False","True","8","0","0","0","False","False","other","True"
"849","False","0","False","False","True","8","0","0","0","False","False","other","True"
"850","False","0","False","False","True","8","0","0","0","False","False","other","True"
"851","False","0","False","False","True","8","0","0","0","False","False","other","True"
"852","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"853","False","0","False","False","False","0","0","0","0","False","False","base64","True"
"854","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"855","False","1","False","False","False","0","0","0","0","False","False","none","True"
"856","False","0","False","False","True","8","0","0","0","False","False","other","True"
"857","False","0","False","False","False","0","0","0","0","False","False","none","True"
"858","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"859","False","0","False","False","False","6","0","0","0","False","False","7bit","True"
"860","False","0","False","False","False","6","0","0","0","False","False","7bit","True"
"861","False","0","False","False","False","6","0","0","0","False","False","7bit","True"
"862","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"863","False","0","False","False","False","0","0","0","0","False","False","none","True"
"864","False","0","False","False","True","6","0","0","0","False","False","7bit","True"
"865","False","0","False","False","True","12","0","0","0","False","False","none","True"
"866","False","0","False","False","True","2","0","0","0","False","True","7bit","True"
"867","False","0","False","False","True","12","0","0","0","False","False","none","True"
"868","False","1","False","False","True","0","0","0","0","False","False","none","True"
"869","False","0","False","False","True","8","0","0","0","False","False","other","True"
"870","False","0","False","False","True","8","0","0","0","False","False","other","True"
"871","False","0","False","False","True","8","0","0","0","False","False","other","True"
"872","False","0","False","False","True","8","0","0","0","False","False","other","True"
"873","False","0","False","False","True","8","0","0","0","False","False","other","True"
"874","False","0","False","False","True","8","0","0","0","False","False","other","True"
"875","False","0","False","False","True","1","0","0","0","False","False","binary","True"
"876","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"877","False","0","False","False","False","1","0","0","0","False","False","other","True"
"878","False","0","False","False","True","0","0","0","0","False","False","base64","True"
"879","False","0","False","False","True","12","0","0","0","False","False","none","True"
"880","False","0","False","False","False","7","0","0","0","False","False","7bit","True"
"881","False","0","False","False","True","6","0","0","0","False","False","7bit","True"
"882","False","1","False","False","True","2","0","0","0","False","False","none","True"
"883","False","0","False","False","False","0","0","0","0","False","False","other","True"
"884","False","0","False","False","False","10","0","0","0","False","False","7bit","True"
"885","False","0","False","False","True","6","0","0","0","True","False","none","True"
"886","False","0","False","False","True","6","0","0","0","True","False","none","True"
"887","False","0","False","False","True","10","1","0","1","False","False","none","True"
"888","False","0","False","False","False","2","0","0","0","False","False","other","True"
"889","False","0","False","False","True","7","2","0","2","False","True","7bit","True"
"890","False","0","False","False","False","6","0","0","0","False","False","7bit","True"
"891","False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"892","False","0","False","False","True","0","0","0","0","False","False","none","True"
"893","False","1","False","False","False","0","0","0","0","False","False","none","True"
"894","False","0","False","False","False","0","0","0","0","False","False","7bit","True"
"895","False","0","False","False","False","0","0","0","0","False","False","7bit","True"
"896","False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"897","False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"898","False","0","False","False","True","9","0","0","0","False","False","7bit","True"
"899","False","0","False","False","True","11","0","0","0","False","False","7bit","True"
"900","False","1","False","False","False","0","0","0","0","False","False","none","True"
"901","False","0","False","False","True","8","0","0","0","False","False","other","True"
"902","False","0","False","False","False","0","0","0","0","False","False","binary","True"
"903","False","0","False","False","False","0","0","0","0","False","False","binary","True"
"904","False","0","False","False","True","1","0","0","0","False","False","binary","True"
"905","False","0","False","False","True","16","0","0","0","False","False","none","True"
"906","False","0","False","False","True","17","0","0","0","False","False","none","True"
"907","False","0","False","False","True","12","0","0","0","False","False","none","True"
"908","False","0","False","False","False","0","0","0","0","False","False","binary","True"
"909","False","0","False","False","True","0","0","0","0","False","False","none","True"
"910","False","0","False","False","True","8","0","0","0","False","False","other","True"
"911","False","1","False","False","False","0","0","0","0","False","False","none","True"
"912","False","0","False","False","True","11","1","0","1","False","False","none","True"
"913","False","0","False","False","False","0","0","0","0","False","False","base64","True"
"914","False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"915","False","0","False","False","True","6","0","0","0","False","False","7bit","True"
"916","False","0","False","False","True","6","0","0","0","False","False","7bit","True"
"917","False","0","False","False","True","6","0","0","0","False","False","7bit","True"
"918","False","0","False","False","True","6","0","0","0","False","False","7bit","True"
"919","False","0","False","False","True","6","0","0","0","False","False","7bit","True"
"920","False","0","False","False","True","6","0","0","0","False","False","7bit","True"
"921","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"922","False","1","False","False","False","0","0","0","0","False","False","none","True"
"923","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"924","False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"925","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"926","False","0","False","False","True","6","0","0","0","False","True","none","True"
"927","False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"928","False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"929","False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"930","False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"931","False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"932","False","0","False","False","False","0","0","0","0","False","False","none","True"
"933","False","1","False","False","False","0","0","0","0","False","False","none","True"
"934","False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"935","False","0","False","False","False","0","0","0","0","False","False","binary","True"
"936","False","0","False","False","False","8","0","0","0","False","False","7bit","True"
"937","False","0","False","False","True","3","0","0","0","False","False","7bit","True"
"938","False","1","False","False","False","0","0","0","0","False","False","none","True"
"939","False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"940","False","0","False","False","True","8","0","0","0","False","False","other","True"
"941","False","0","False","False","True","8","0","0","0","False","False","other","True"
"942","False","0","False","False","True","0","0","0","0","False","False","none","True"
"943","False","0","False","False","True","5","1","0","1","False","True","7bit","True"
"944","False","1","False","False","False","0","0","0","0","False","False","none","True"
"945","False","0","False","False","True","12","0","0","0","False","False","none","True"
"946","False","0","False","False","False","0","0","0","0","False","False","base64","True"
"947","False","0","False","False","True","12","0","0","0","False","False","none","True"
"948","False","0","False","False","False","6","0","0","0","False","False","8bit","True"
"949","False","1","False","False","True","2","0","0","0","False","False","none","True"
"950","False","1","False","False","True","0","0","0","0","False","False","none","True"
"951","False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"952","False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"953","False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"954","False","0","False","False","True","12","0","0","0","False","False","none","True"
"955","False","1","False","False","False","0","0","0","0","False","False","none","True"
"956","False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"957","False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"958","False","0","False","False","True","11","0","0","0","False","False","none","True"
"959","False","1","False","False","False","0","0","0","0","False","False","none","True"
"960","False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"961","False","0","False","False","True","5","0","0","0","False","False","7bit","True"
"962","False","0","False","False","False","7","0","0","0","False","False","8bit","True"
"963","False","0","False","False","True","12","0","0","0","False","False","none","True"
"964","False","0","False","False","True","8","0","0","0","False","False","other","True"
